metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_Cont_T48-1	input_Cont_T48-2	input_Cont_T48-3	input_sgLDHAB_T48-1	input_sgLDHAB_T48-2	input_sgLDHAB_T48-3	Cont_T48-1	Cont_T48-2	Cont_T48-3	sgLDHAB_T48-1	sgLDHAB_T48-2	sgLDHAB_T48-3	geommean_sgLDHAB_T48	geommean_Cont_T48
UTP_m+3	2.0733827700171075	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7432070968686838	4.208723610234464	('0/3', '0/3')	1.7072044241270277	2.2970776669381983	en	4335.681782	4321.622928	2886.463754	14747.50075	16895.77423	16181.73457	0.7109127754320896	0.7086075742159792	0.4732874924214788	2.4181171995591173	2.770365159359677	2.653285552971907	2.6097532779118024	0.6200818869563202
Gly3P_m+2	-4.850511668120974	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7428288150425868	0.03466175063982714	('0/3', '0/3')	1.677033291035253	2.2576309064412206	en	595076.2135	449739.1198	527492.0038	18597.13348	19649.8234	16087.77405	2.32036144376529	1.7536532122483481	2.0568325195072075	0.0725152014357042	0.07661992121309515	0.06273053732406962	0.07037470522798132	2.030327491512191
GTP_m+6	-46.45547006757387	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7427450740526573	1.0363585793243686e-14	('0/3', '0/3')	1.6154267590969913	2.1749410605750645	en	66217.44217	66939.94212	54833.51953	5114.207263	2.3e-16	2.3e-16	2.151466364336136	2.1749410605750645	1.7815921159275974	0.16616535683060607	7.47291419875319e-21	7.47291419875319e-21	2.1013907944899035e-14	2.027667678362695
Serine_m+1	-54.96190154093812	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7401843610162119	2.8498304166609337e-17	('0/3', '0/3')	1.7224977574953382	2.327119901764057	en	93204743.4820591	87201333.6150034	117247009.099049	416931.103961835	2.3e-16	2.3e-16	1.849928754367456	1.7307730105457115	2.327119901764057	0.008275253050373249	4.5650424818390906e-24	4.5650424818390906e-24	5.566176540688403e-17	1.9531606190133013
Serine_m+3	-5.515932490473375	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7384558183730415	0.021854398924436375	('0/3', '0/3')	1.7314531065828083	2.344694243722703	en	41965516.6337332	40326314.7571428	53083010.8042515	1549114.70448506	571812.316992944	1058561.6930095	1.8738156454349197	1.8006231205057173	2.3702264175592687	0.06917001392290907	0.025532173836565815	0.04726617521074048	0.043703750223964825	1.9997690339173646
UDP_m+7	-72.43941012263586	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7363447343914471	1.5615816064306056e-22	('0/3', '0/3')	1.7229836650874653	2.339914424065824	en	1771287.992	1383024.619	1304278.586	2.3e-16	2.3e-16	2.3e-16	2.339914424065824	1.8270090857343997	1.7229836650874653	3.038355817720349e-22	3.038355817720349e-22	3.038355817720349e-22	3.038355817720362e-22	1.9456913460099612
ADP_m+0	-3.8095934295310276	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7290346779433347	0.07131782771346891	('0/3', '0/3')	1.6961631493055518	2.3265877476371415	en	16959769.08	13935069.04	12746355.39	1037504.178	1087894.477	968127.9884	2.467438502294159	2.027381724316691	1.8544384599139063	0.15094413980595617	0.15827531060835456	0.1408507546570176	0.14985211255512318	2.1011872817716584
2-OHGLu_m+4	-5.637679802666301	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.72607702757524	0.020085806450089227	('0/3', '0/3')	1.6653776368398727	2.293665236044529	en	6276117.334	4614249.706	5361311.262	89363.44261	115222.1666	122189.8302	2.326795666846548	1.7106780594278732	1.9876422235539417	0.03313043080201887	0.04271724438884607	0.04530042258800056	0.040023112100285266	1.992606679733662
ADP_m+8	-69.47553333664527	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7249800430812215	1.2183736585766475e-21	('0/3', '0/3')	1.7162935534109722	2.3673666189714564	en	230773.7257	167306.3456	174238.1417	2.3e-16	2.3e-16	2.3e-16	2.3673666189714564	1.7162935534109722	1.7874026133651773	2.3594294398629408e-21	2.3594294398629408e-21	2.3594294398629408e-21	2.3594294398629243e-21	1.936540094456165
ATP_m+4	-1.2050255136994517	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.72274777538661	0.43376167254196846	('0/3', '0/3')	1.6857455232552747	2.332411915558704	en	150987.7062	134365.8742	129681.6573	62640.2626	58867.05163	58228.65943	3.7965625705163424	3.378609170118166	3.260825259081308	1.5750797358260333	1.4802029283037819	1.4641506549576384	1.505693318023821	3.4712456478693103
2_3-PG_m+2	0.7245721889992213	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7136880921673374	1.652410564449076	('0/3', '0/3')	1.6545166976704202	2.3182630000816773	en	20998.75488	22388.47005	21257.21399	35196.39397	34163.9901	37498.28763	2.950425155893494	3.1456867616661315	2.986739892851548	4.945261124255101	4.800203459336552	5.2686881559751715	5.00092632125537	3.026442960876802
UTP_m+7	-49.63153909349199	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.713476452924884	1.1466160111354255e-15	('0/3', '0/3')	1.7038592953118779	2.388108659125241	en	1340664.577	994503.5085	999369.5687	37970.90154	2.3e-16	2.3e-16	2.388108659125241	1.7714963764417286	1.7801642272217113	0.06763708112985069	4.09696057479115e-22	4.09696057479115e-22	2.247516087023829e-15	1.9601296904952932
UDP_m+8	-5.5861959877814975	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7127742292904099	0.020815528694167286	('0/3', '0/3')	1.7007841085652278	2.386147027591632	en	700809.1254	524805.4398	505899.1979	13795.61408	11692.7946	10403.15448	2.422101896445026	1.8138066485346112	1.748463828783939	0.04767972021871121	0.04041205935958287	0.03595486885339374	0.04107089149412679	1.9730890383598692
Glc6P_m+5	-0.9746300562521761	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7101684301472146	0.5088703166305972	('0/3', '0/3')	1.6952485423427275	2.387107720335175	en	61817.69621	53653.11809	54816.2446	29016.95663	27915.08617	29576.55474	4.352629479031859	3.777755525653736	3.8596521191157627	2.043105268602616	1.9655217586966842	2.0825069833110086	2.029792711275859	3.988821208349908
