metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_Cont_T48-1	input_Cont_T48-2	input_Cont_T48-3	input_sgLDHAB_T48-1	input_sgLDHAB_T48-2	input_sgLDHAB_T48-3	Cont_T48-1	Cont_T48-2	Cont_T48-3	sgLDHAB_T48-1	sgLDHAB_T48-2	sgLDHAB_T48-3	geommean_sgLDHAB_T48	geommean_Cont_T48
CDP_m+7	-67.97723075792508	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7081763074532922	3.4420289575199534e-21	('0/3', '0/3')	1.6650685210033822	2.3512061946709535	en	81099.65162	64056.11257	57432.85182	2.3e-16	2.3e-16	2.3e-16	2.3512061946709535	1.8570872460317964	1.6650685210033822	6.6680610085501036e-21	6.6680610085501036e-21	6.6680610085501036e-21	6.668061008550122e-21	1.9372472140253536
AMP_m+3	66.4665878568429	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7060153857555722	1.0196160292676112e+20	('0/3', '0/3')	1.5943462293960091	2.2582315648684514	en	2.3e-16	2.3e-16	2.3e-16	24549.96884	19258.76109	27278.10396	1.9040665754532297e-20	1.9040665754532297e-20	1.9040665754532297e-20	2.032381525941839	1.5943462293960091	2.2582315648684514	1.9414168011248054	1.9040665754532345e-20
UMP_m+7	-4.933831654509165	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.7036907433300518	0.03271663873473736	('0/3', '0/3')	1.6935590786957855	2.406680910255283	en	3000906.25	2211714.082	2178018.792	110534.7475	72871.1046	62848.49651	2.45816263372011	1.8117036854600088	1.78410252237457	0.09054344367878447	0.059691643617866975	0.051481723464826906	0.06528416809594252	1.9954423993631756
2-OHGLu_m+2	-4.4392863683902455	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.703652809015721	0.04609370773481838	('0/3', '0/3')	1.6360035889075113	2.3250153597709287	en	6012803.217	4357806.114	5077692.884	194675.1795	253656.25	263863.9772	2.4028106196184846	1.741447779191068	2.0291258410621635	0.07779525984755584	0.10136502214298246	0.10544419028355667	0.09403466257163282	2.0400759060786227
2_3-PG_m+0	4.223635640970419	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6999317774148545	18.6827593042287	('0/3', '0/3')	1.5983552478216536	2.2835872000626387	en	42043.98974	56438.37354	37427.49772	703151.9167	856725.4533	961394.0385	0.1039118978580952	0.13948767809221482	0.09250221837212186	1.7378429259138684	2.117400568934206	2.3760894184347605	2.060118056795549	0.11026840432126409
AMP_m+6	-70.13943493254709	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6973702646249409	7.689997637545495e-22	('0/3', '0/3')	1.671639818668114	2.3970620823174245	en	372773.8385	259961.3904	276089.9589	2.3e-16	2.3e-16	2.3e-16	2.3970620823174245	1.671639818668114	1.7753519786978456	1.4789779270763057e-21	1.4789779270763057e-21	1.4789779270763057e-21	1.478977927076302e-21	1.9232488705267852
Glc6P_m+6	-1.1475841283896608	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6960296244784521	0.4513804600166307	('0/3', '0/3')	1.656300748405567	2.379641167783144	en	1673513.213	1437252.902	1520919.33	724984.153	713728.8317	650182.1306	3.8915664783132375	3.342169736595692	3.536726591023712	1.6858689881901252	1.6596960062659454	1.5119253105300936	1.6173135907747762	3.583038554028652
Sed7P_m+1	-46.70302838772661	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6898847529596074	8.729463771813929e-15	('0/3', '0/3')	1.604402857984026	2.325609967608551	en	103593.4586	121072.5408	99166.59171	15640.49181	2.3e-16	2.3e-16	1.9898647398271483	2.325609967608551	1.9048317034620579	0.3004288454780319	4.4179323322664324e-21	4.4179323322664324e-21	1.803266505626292e-14	2.0657242561092435
GDP_m+8	-67.08574653394552	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6890662379559339	6.385251558803753e-21	('0/3', '0/3')	1.608676359303559	2.3345743423383842	en	43507.0672	35831.82135	29979.25112	2.3e-16	2.3e-16	2.3e-16	2.3345743423383842	1.922723275701809	1.608676359303559	1.234172131781451e-20	1.234172131781451e-20	1.234172131781451e-20	1.2341721317814656e-20	1.9328480959843062
UTP_m+4	1.6869175446025113	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6886124167217216	3.2196805284860956	('0/3', '0/3')	1.5787797706028368	2.292697215828516	en	22263.30443	16526.55482	16673.12789	54679.33836	58876.27397	63600.98035	1.0843045986673705	0.8049038473959546	0.8120424936082228	2.6630843692702073	2.8674905299343743	3.0976010632244706	2.8705875757923844	0.891575282204208
CDP_m+8	-66.69317109079596	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.678936405880075	8.382141650163943e-21	('0/3', '0/3')	1.6451884330692172	2.423184879792435	en	34791.9242	23621.50397	25138.10448	2.3e-16	2.3e-16	2.3e-16	2.423184879792435	1.6451884330692172	1.7508164921380944	1.6019019791732588e-20	1.6019019791732588e-20	1.6019019791732588e-20	1.6019019791732576e-20	1.9110891297594887
UMP_m+6	-69.06629537258084	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6774169959159906	1.6179809481845865e-21	('0/3', '0/3')	1.6601837816402052	2.450756021252959	en	183458.5392	125988.6281	124277.9325	2.3e-16	2.3e-16	2.3e-16	2.450756021252959	1.683036343099121	1.6601837816402052	3.0724864993811123e-21	3.0724864993811123e-21	3.0724864993811123e-21	3.0724864993811104e-21	1.8989633362670395
UTP_m+0	-2.608066092048449	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6767445345049683	0.16401889269758202	('0/3', '0/3')	1.6552055074355458	2.4458350574582943	en	2501499.15	1891989.289	1876290.082	389101.996	331324.404	303937.1304	2.784109964908189	2.1057397652941274	2.0882669156032305	0.4330614081676846	0.3687563015137009	0.33827490744989447	0.37802417365256336	2.3047599421949774
UMP_m+8	-3.891052038194907	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6711458552677408	0.06740259571679498	('0/3', '0/3')	1.6424375644215587	2.4472140467385284	en	1232976.195	863903.9319	885109.3564	77239.25829	61420.98025	60854.41635	2.574268918689904	1.8037015229026132	1.8479752610488518	0.16126395848105446	0.12823777219238322	0.12705487195137594	0.13799018635996838	2.0472532977774445
UMP_m+3	1.5365970646488147	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6665729367557477	2.9010940457906194	('0/3', '0/3')	1.5787250541693325	2.368420569027429	en	14251.26202	10771.7066	9071.07422	31123.23732	31773.02449	34382.59584	1.333502687412413	1.0079177324057105	0.8487881166672604	2.9122277415817455	2.9730288787880563	3.2172086856946898	3.031339404594962	1.0448952556341025
Fru1P_m+6	1.0833632007596625	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6571997068166567	2.118970056289455	('0/3', '0/3')	1.61102764848561	2.451351745558598	en	1228464.063	871446.2428	1131055.033	2199015.421	2230949.15	2348244.464	2.039139458567393	1.4465221028722766	1.8774492612907188	3.650167107053003	3.703174214728645	3.8978738484308746	3.7489089268851243	1.7692127907884965
Fru1P_m+0	70.26175109390955	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6565738212646013	1.4154503076261617e+21	('0/3', '0/3')	1.5166650317033952	2.3099687842902505	en	2.3e-16	2.3e-16	2.3e-16	257572.8312	341468.6588	392298.3568	1.3543080443174509e-21	1.3543080443174509e-21	1.3543080443174509e-21	1.5166650317033952	2.010668484761439	2.3099687842902505	1.9169557379497248	1.3543080443174533e-21
2-OHGLu_m+3	-3.3706564999957287	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.655698795591984	0.09667880828507236	('0/3', '0/3')	1.5786223145913336	2.407541885395881	en	2115857.203	1485423.251	1710100.953	139444.5684	183806.1376	189491.8669	2.5774045108601715	1.809449419476717	2.083137701371843	0.1698626254642902	0.22390110613434686	0.23082710488538347	0.20629100518041119	2.1337768725089203
UDP_m+0	-2.680379196009229	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.650332055324097	0.15600031031352274	('0/3', '0/3')	1.5970360875656051	2.455724078939508	en	3098565.702	2348316.809	2209327.359	389536.5417	430767.243	363716.4793	2.782318798937383	2.1086420724672914	1.983838212623571	0.34977952610312785	0.38680212505796585	0.32659471999787515	0.3535336837812501	2.266237054725938
UTP_m+8	-4.312396126846191	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6472321426568919	0.050331446576094584	('0/3', '0/3')	1.5886136848645531	2.4544727929352894	en	459179.606	324945.4225	341109.5794	35475.83885	15323.77238	11937.31908	2.519984990147733	1.78330565342489	1.8720148039057432	0.19469196856033677	0.08409710685199814	0.06551219721244358	0.10236474738646915	2.033812941015057
2-OHGLu_m+0	-1.4845374848476158	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6459995378366327	0.3573630839874371	('0/3', '0/3')	1.5343985366835982	2.3752316322424885	en	7496654.147	6077978.087	6881666.103	2464867.606	2190608.337	2650274.946	3.355849290327976	2.720784239199603	3.080552184372584	1.1033887977422148	0.9806176580854874	1.1863857025160047	1.0868044166649	3.04117706993794
Rib1P_m+5	-68.82482149471514	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6445312015861419	1.9127767483542928e-21	('0/3', '0/3')	1.545166573356247	2.397349530253478	en	151233.4927	97474.70477	117937.1818	2.3e-16	2.3e-16	2.3e-16	2.397349530253478	1.545166573356247	1.869537245618669	3.6459542268992376e-21	3.6459542268992376e-21	3.6459542268992376e-21	3.6459542268992504e-21	1.9061054720767292
AMP_m+7	-68.83635146750967	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6423068466266061	1.8975508211375395e-21	('0/3', '0/3')	1.5551254160572	2.4211565301299753	en	154393.0801	99167.73242	116306.7835	2.3e-16	2.3e-16	2.3e-16	2.4211565301299753	1.5551254160572	1.823896046293323	3.606806740102689e-21	3.606806740102689e-21	3.606806740102689e-21	3.606806740102685e-21	1.9007695076859574
UTP_m+5	1.6980328698448934	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6405012902708227	3.244582544867724	('0/3', '0/3')	1.4978480632567792	2.3385558874103833	en	649110.3442	466408.1861	462368.6143	1535591.597	1686340.616	1846411.498	1.0967729648302735	0.7880692299249403	0.7812437445828585	2.5946210280870527	2.8493349607661815	3.1197996319932417	2.8465231114428797	0.8773156706848176
AMP_m+8	-67.4069480108413	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6353328029579188	5.110774657008373e-21	('0/3', '0/3')	1.5274789270785805	2.404218576417111	en	56924.91112	36166.26334	44270.79377	2.3e-16	2.3e-16	2.3e-16	2.404218576417111	1.5274789270785805	1.8697730515589588	9.714029617196099e-21	9.714029617196099e-21	9.714029617196099e-21	9.714029617196087e-21	1.900696131040585
CDP_m+0	-3.8621794973042167	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6342479774338335	0.068765106932589	('0/3', '0/3')	1.585183870838627	2.499312457017646	en	1223727.403	831078.1945	802549.6742	63017.12372	66371.52718	63454.50728	2.6350047870765447	1.7895284648965502	1.7280991078563936	0.13569233005889866	0.14291523701776662	0.13663413112632852	0.13837713814083402	2.0123161922293855
CMP_m+8	-66.67951244035703	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6335226590182601	8.461876044723842e-21	('0/3', '0/3')	1.5938934173699026	2.5159217191061223	en	36782.05805	23302.26722	23428.76125	2.3e-16	2.3e-16	2.3e-16	2.5159217191061223	1.5938934173699026	1.6025457085761654	1.5732181016293297e-20	1.5732181016293297e-20	1.5732181016293297e-20	1.5732181016293282e-20	1.8591835821209681
CMP_m+7	-68.0821968927336	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6314905634815949	3.2004906633539324e-21	('0/3', '0/3')	1.5742177018987984	2.4928602150753747	en	95673.4106	64207.30432	60416.85597	2.3e-16	2.3e-16	2.3e-16	2.4928602150753747	1.6729813795993727	1.5742177018987984	5.99286516359788e-21	5.99286516359788e-21	5.99286516359788e-21	5.992865163597875e-21	1.8724832514642278
PEP_m+2	64.54858679353038	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6223201815792263	2.6981171507611357e+19	('0/3', '0/3')	1.5317220889703682	2.4613087190638825	en	2.3e-16	2.3e-16	2.3e-16	5049.880203	8114.601378	5832.001806	6.976325502808857e-20	6.976325502808857e-20	6.976325502808857e-20	1.5317220889703682	2.4613087190638825	1.7689540405054398	1.8822943488420887	6.97632550280886e-20
a-KG_m+0	4.9431225839128805	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.617503403234405	30.762963486212684	('0/3', '0/3')	1.448808261716032	2.346235266279274	en	404646.41	386613.7682	513872.5749	10311561.96	13964610.51	16253229.78	0.05983605305688604	0.057169522266459355	0.0759875928621115	1.5247958545781435	2.0649810667913955	2.4034047885457333	1.9632920120849715	0.06381998967573062
GDP_m+5	-4.058679887140968	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6158183113896416	0.060008892430470924	('0/3', '0/3')	1.5162579044439812	2.4621838558558418	en	5753166.211	4235447.587	3656055.486	275480.1742	265112.2948	263600.134	2.580413964617175	1.8996857902353619	1.6398164567975893	0.12355855235360799	0.11890834413677001	0.11823010876133344	0.12020921025028745	2.003189950382227
CMP_m+5	-67.08743010126771	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6110899943874598	6.3778045720235255e-21	('0/3', '0/3')	1.5544666358034158	2.543760575496857	en	49889.21028	30835.53259	30486.79723	2.3e-16	2.3e-16	2.3e-16	2.543760575496857	1.5722480208979266	1.5544666358034158	1.172728389727233e-20	1.172728389727233e-20	1.172728389727233e-20	1.1727283897272245e-20	1.8387650115079424
ADP_m+3	2.3658796040122603	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6044176565034087	5.154668335889541	('0/3', '0/3')	1.4853385520326623	2.457470485930924	en	8135.923109	10146.07205	15348.00361	49510.21902	64656.7991	54206.30481	0.35374170278879863	0.4411409443649447	0.6673156639600228	2.152654215992685	2.811212188719723	2.3568352734512117	2.425115217836433	0.4704696907367427
GMP_m+6	-68.69868219396677	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6026745004949178	2.0875457255189064e-21	('0/3', '0/3')	1.3405837195446084	2.224390974636753	en	131288.2838	128748.079	79124.10086	2.3e-16	2.3e-16	2.3e-16	2.224390974636753	2.1813527958495538	1.3405837195446084	3.896843719473261e-21	3.896843719473261e-21	3.896843719473261e-21	3.896843719473302e-21	1.8667105931318722
2-OHGLu_m+5	-2.60088883572045	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6014980618172538	0.16483690253418762	('0/3', '0/3')	1.4861905094579746	2.470815126100118	en	4333075.972	3053391.05	3555612.354	459582.9204	633663.3185	723492.487	2.7639728564212125	1.9476902867096706	2.2680460942566483	0.29315773032109455	0.40419974719145996	0.4614997772516961	0.37956803187707455	2.3026884516854538
Gly3P_m+0	-1.7895940834041397	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6013250973419715	0.28925341885397077	('0/3', '0/3')	1.544742225496793	2.568896978231899	en	1927492.157	1370422.378	1359403.525	423212.6774	451451.6342	454842.5205	3.291628214591903	2.3403057433726984	2.3214885630819664	0.7227312363600041	0.7709556333392349	0.7767463375851734	0.756417919218988	2.6150699349239663
Glutamate_m+0	1.19596672852429	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.6009540769847838	2.2909829606334626	('0/3', '0/3')	1.3516630226064614	2.24919519539375	en	5560740.225	5570180.481	6143348.922	14255567.93	11368541.08	14118331.49	1.4384632589913706	1.4409052830496825	1.5891736268728942	3.6876584543851205	2.9408366494793556	3.652157861164229	3.4087125370858344	1.4878820993689612
ADP_m+5	-1.1100907668585382	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.591948676022575	0.4632648838144572	('0/3', '0/3')	1.5006314098881466	2.535070134747489	en	9613033.773	7734485.415	7546301.88	3694139.423	4042620.206	3735407.501	4.117274845808199	3.3126901451124118	3.232090892748715	1.58220471106071	1.7314594828605683	1.5998798824474456	1.636518030937687	3.53257518131491
PEP_m+3	4.298487213225421	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5729179775943194	19.677666108036135	('0/3', '0/3')	1.3364283013269638	2.332669515693366	en	19768.4387	22389.35253	20345.05623	300870.644	450813.9497	505843.7625	0.09486849480002955	0.10744622811655499	0.09763567525249549	1.4438745294435187	2.1634506139776857	2.4275380104933952	1.9646302497108048	0.09984061315627629
Glycine_m+2	-2.983443462800496	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5716210953527556	0.12644277754235636	('0/3', '0/3')	1.454958163381155	2.54531922493742	en	26601560.3518886	24145569.595044	38348089.8123061	4179273.16317429	3418839.3101912	3484904.94895936	1.9384745450777827	1.759504759015907	2.7944524670799775	0.304546595634752	0.24913324214255778	0.2539474920347559	0.26808743059372536	2.1202273139240417
IsoCit_m+2	-66.51900356177306	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5714794572332642	9.457680666929044e-21	('0/3', '0/3')	1.3722202288512924	2.4011715757810435	en	17937.428	25545.232	31387.70392	2.3e-16	2.3e-16	2.3e-16	1.3722202288512924	1.954220198185568	2.4011715757810435	1.7595089587860493e-20	1.7595089587860493e-20	1.7595089587860493e-20	1.759508958786056e-20	1.8604021649182803
PEP_m+0	47.883225965963504	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5643918434504739	259589609371094.94	('0/3', '0/3')	1.3284079584695745	2.353698009432952	en	2.3e-16	7910.093927	2.3e-16	143642.6455	211891.0181	240493.4677	2.2509989454053634e-21	0.07741570907710596	2.2509989454053634e-21	1.4058236675466804	2.073767209930299	2.353698009432952	1.9002636664226957	7.32026089575174e-15
6-PG_m+0	1.4905050267128868	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5639447397172128	2.80987319748267	('0/3', '0/3')	1.293065000553022	2.2928930965850003	en	72569.96014	50707.62042	51302.53037	141508.522	172951.0904	171128.8245	1.3611783161233744	0.9511113585395837	0.9622699498137671	2.6542433166763963	3.244004455124584	3.2098246261084755	3.023438644110092	1.0760053680780872
Mal_m+0	0.9060727643257547	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5637486390036044	1.8739374059940792	('0/3', '0/3')	1.383750552071831	2.4545523595720535	en	7544065.691	8912796.852	8106645.13	13999610.91	15465330.07	16567260.97	2.0521892378530913	2.424521011351479	2.2052260110522646	3.8082715634233097	4.206986687213325	4.506741597425145	4.16409441931913	2.2221096638551687
GDP_m+0	-3.5014637906293196	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5606887974035835	0.08829871233620828	('0/3', '0/3')	1.4011241420282334	2.498933719590094	en	3641614.755	2695725.766	2167769.54	248770.2428	255295.1454	230677.3447	2.6679334184047483	1.9749526904490309	1.5881594260417284	0.18225498547299884	0.1870352840134951	0.1689996988146544	0.17926532674461323	2.030214507115781
GDP_m+3	-65.8228112508154	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5522548198515337	1.532355087553338e-20	('0/3', '0/3')	1.3427454408065063	2.431387454739617	en	19787.7205	15637.74816	10927.86402	2.3e-16	2.3e-16	2.3e-16	2.431387454739617	1.9214656229150562	1.3427454408065063	2.8260916389541277e-20	2.8260916389541277e-20	2.8260916389541277e-20	2.8260916389541307e-20	1.8442798682297978
GDP_m+7	-67.75548183171477	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5516921598595071	4.01390969953134e-21	('0/3', '0/3')	1.2962270734302288	2.349547750978233	en	73093.69845	63829.87993	40325.22037	2.3e-16	2.3e-16	2.3e-16	2.349547750978233	2.051768538396379	1.2962270734302288	7.393195230019089e-21	7.393195230019089e-21	7.393195230019089e-21	7.393195230019089e-21	1.8418937603111278
Fru1P_m+1	-65.65385432859222	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5441730862605951	1.7227430881146282e-20	('0/3', '0/3')	1.4231916783393272	2.615329045615066	en	19693.15501	11275.98014	10716.48494	2.3e-16	2.3e-16	2.3e-16	2.615329045615066	1.4974948586422894	1.4231916783393272	3.054491168053144e-20	3.054491168053144e-20	3.054491168053144e-20	3.0544911680531313e-20	1.7730392820185217
ATP_m+9	-63.738624546843745	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.544039990771423	6.497737000204258e-20	('0/3', '0/3')	1.2612011057393233	2.318213967967685	en	4060.116957	2437.781072	4480.885805	2.3e-16	2.3e-16	2.3e-16	2.1005266036454713	1.2612011057393233	2.318213967967685	1.1899192165031475e-19	1.1899192165031475e-19	1.1899192165031475e-19	1.1899192165031468e-19	1.831282516460333
IsoCit_m+4	-66.65595638859921	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5434847473666019	8.601174077584687e-21	('0/3', '0/3')	1.3483588734390692	2.48095071659766	en	19677.98227	26837.15821	36207.05524	2.3e-16	2.3e-16	2.3e-16	1.3483588734390692	1.8389141688327006	2.48095071659766	1.5759875003230497e-20	1.5759875003230497e-20	1.5759875003230497e-20	1.5759875003230536e-20	1.8322934591339068
a-KG_m+2	3.2881398869658067	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5332011840204247	9.76851923309641	('0/3', '0/3')	1.287853500452401	2.415323782182503	en	258408.8727	232918.0954	361274.1059	2051196.24	2904376.618	3402307.408	0.19692787291166466	0.17750189693760535	0.2753192662062586	1.5631727666586597	2.2133632778976726	2.5928256791201085	2.0778347247364124	0.2127072358824423
CMP_m+0	-71.74633157155074	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.531686652831305	2.52465545898458e-22	('0/3', '0/3')	1.3947494496682877	2.6232545847089708	en	1355382.944	720639.0208	774100.527	2.3e-16	2.3e-16	2.3e-16	2.6232545847089708	1.3947494496682877	1.4982206803381322	4.451498797103524e-22	4.451498797103524e-22	4.451498797103524e-22	4.451498797103528e-22	1.7632104140237523
Glutamate_m+4	-1.6948739811446327	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5251374709848521	0.30888163879540176	('0/3', '0/3')	1.3139719172774555	2.502148465645023	en	2477595.8	1802543.984	2130979.654	560498.3828	628769.2091	795804.2947	3.2336971892189523	2.3526361380271683	2.7813023082387276	0.7315487235739294	0.8206541293515649	1.0386642207497128	0.854331060052009	2.7658848981240487
a-KG_m+3	3.5488849910320934	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.523480907531247	11.703636736271994	('0/3', '0/3')	1.2585046052296478	2.4041079380808683	en	102175.4388	84387.33604	131225.8553	890443.0507	1327311.033	1534711.855	0.1693695309461639	0.13988335837605534	0.21752450316044222	1.47602910839009	2.2001965415476956	2.5439912964569236	2.0215787959186526	0.1727308221771239
UMP_m+4	1.0598783547848223	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5161447934568365	2.084755731758353	('0/3', '0/3')	1.2134079940781972	2.3509061981454833	en	49982.70129	35997.79659	37101.09014	77420.44603	87626.94747	89156.80369	2.2104371144794244	1.5919680923275057	1.6407601933573412	3.4238451085576216	3.875217863724766	3.942874290472989	3.740023989438247	1.79398666830084
ADP_m+9	-63.8975864513446	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5116784570449241	5.819823684622446e-20	('0/3', '0/3')	1.2376980141426168	2.4188980346967197	en	4317.931863	2704.504363	5285.554484	2.3e-16	2.3e-16	2.3e-16	1.9760721280959639	1.2376980141426168	2.4188980346967197	1.052579345581192e-19	1.052579345581192e-19	1.052579345581192e-19	1.052579345581197e-19	1.8086103679779806
GMP_m+5	-1.7658700075384408	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5095179032138477	0.2940493063708404	('0/3', '0/3')	1.244522440742979	2.4425489916899847	en	2518068.491	2246028.201	1658121.455	560609.2606	660760.9323	643657.6503	3.1420862096021978	2.8026299768903833	2.069030519313635	0.6995372179122131	0.8245080785706561	0.8031663292484222	0.7737554922371516	2.6313800967152408
GTP_m+5	-3.637912656098243	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5094093803373672	0.08033025931357722	('0/3', '0/3')	1.3351757504461	2.6210270206682327	en	2694173.394	1725896.407	1533200.763	223720.5376	133657.7176	123588.1713	2.7470403243905803	1.7597631378545997	1.563286286891231	0.22811053644513093	0.136280441611847	0.1260133037223478	0.15763951568860834	1.9623927152188902
GDP_m+4	-3.5463658292977724	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5085902181945238	0.08559285441219182	('0/3', '0/3')	1.305544899446597	2.566987827806112	en	189289.8614	134368.0918	104429.5941	13009.19527	13121.16939	9757.457033	2.7065017697174034	1.921220056692643	1.4931538284834949	0.18600790216889174	0.1876089290368978	0.13951394191129154	0.16948613247265235	1.980143478525128
6-PG_m+6	-1.561396402669184	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5015101479341978	0.33882297208201967	('0/3', '0/3')	1.1603606297564422	2.313733100987402	en	3736952.624	2540210.974	3657011.932	1032813.243	1104174.366	1184057.633	3.1974353998620786	2.1734716247731938	3.129036031657974	0.8837022988746767	0.9447607611598844	1.0131109950167516	0.9457179241386151	2.7911859645386823
GDP_m+6	-70.06954442669866	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.5005834214671815	8.071706187224849e-22	('0/3', '0/3')	1.2767139141155854	2.5504518515088046	en	407503.8602	278322.0127	203989.6766	2.3e-16	2.3e-16	2.3e-16	2.5504518515088046	1.7419390634925134	1.2767139141155854	1.4395052001694512e-21	1.4395052001694512e-21	1.4395052001694512e-21	1.4395052001694582e-21	1.783396430419846
GTP_m+4	-46.278790313289235	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.4978559402808782	1.1713750047715358e-14	('0/3', '0/3')	1.2864920758622738	2.5840649307839256	en	78306.04647	53918.22177	44722.14067	5737.010275	2.3e-16	2.3e-16	2.5840649307839256	1.779277492440711	1.4758108798048801	0.18931880394260625	7.58989836510262e-21	7.58989836510262e-21	2.2176272912233266e-14	1.8931830388986755
Rib1P_m+0	-3.4544587281264896	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.496001090525205	0.09122299023486381	('0/3', '0/3')	1.2736783169681145	2.567894186723347	en	125580.1593	67830.6083	88115.07369	8216.818359	9257.872932	7490.226663	2.7307709796527	1.4749930061430458	1.9160836189718957	0.17867670534030547	0.20131468917493128	0.16287679292935317	0.18027446001455033	1.9761954694799362
CTP_m+5	-0.7755888358149052	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.49326470774582054	0.5841501547998335	('0/3', '0/3')	1.2567566553040783	2.547834125509108	en	77976.88369	69395.55254	76548.23858	37148.3458	45123.7466	49256.27573	4.866012243727608	4.3305091501519914	4.776860122377919	2.3181781182185004	2.8158691787604835	3.073752494847913	2.717332127350549	4.651769934532805
ADP_m+4	-0.8339697847112921	-1.9639610121239315	0.024767306717813353	0.029013130726581356	0.4765940814996132	0.5609834891796742	('0/3', '0/3')	1.273539913497709	2.6721689650246794	en	306217.0744	241399.2258	243470.8022	139573.6013	161977.9328	140541.0727	4.9102658961104755	3.8708957954606205	3.9041140311453497	2.238096931085796	2.5973558819629115	2.2536105722835975	2.357380793509025	4.202228477269842
FruBP_m+3	1.4019569025124838	1.9639610121239315	0.024767306717813353	0.029013130726581356	0.4716992260126163	2.642597868070369	('0/3', '0/3')	1.1143078915792906	2.362327157071669	en	31324.39374	15542.58132	15142.75784	49529.77159	51115.85957	53738.06783	1.9172916613438447	0.9513244472642939	0.9268522027070245	3.031599552923135	3.128680226964353	3.289179359778694	3.1480396185303254	1.1912669939558498
