	mets	stat	pval	padj	FC_geommu	log2FC
0	Hexose	-1.0	0.373900966300059	0.9614596276287231	0.040566813910600935	-4.6235561910480465
1	Hexose-phosphate				1.0	0.0
2	Fumaric_acid	2.0293406810518926	0.11229693230709833	0.7285333548428986	699.5031456966905	9.450186735042967
3	L-Malic_acid	-2.0700706180647184	0.10722157699414771	0.7285333548428986	0.7054741239882775	-0.503334927555135
4	L-Glutamic_acid	-1.2360267466261663	0.2840713583150479	0.9614596276287231	0.9027903348637014	-0.14753712154907053
5	L-Glutamine	-1.0394920142345687	0.3572790129010119	0.9614596276287231	0.8433696634821586	-0.24576296695183014
6	L-Methionine				1.0	0.0
7	L-Phenylalanine				1.0	0.0
8	L-Histidine				1.0	0.0
9	L-Proline	1.0	0.373900966300059	0.9614596276287231	33.61582730161234	5.071068750309762
10	L-Tryptophan				1.0	0.0
11	L-Valine				1.0	0.0
12	L-Arginine				1.0	0.0
13	L-Threonine				1.0	0.0
14	L-Lysine				1.0	0.0
15	Ile_Leu				1.0	0.0
16	L-Aspartic_acid	-1.9609505882944551	0.12142222580714976	0.7285333548428986	0.6554382703152103	-0.6094681821805674
17	L-Tyrosine				1.0	0.0
