metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_L-Cycloserine_cell_T0-1	input_L-Cycloserine_cell_T0-2	input_L-Cycloserine_cell_T0-3	input_L-Cycloserine_cell_T1h-1	input_L-Cycloserine_cell_T1h-2	input_L-Cycloserine_cell_T1h-3	L-Cycloserine_cell_T0-1	L-Cycloserine_cell_T0-2	L-Cycloserine_cell_T0-3	L-Cycloserine_cell_T1h-1	L-Cycloserine_cell_T1h-2	L-Cycloserine_cell_T1h-3	geommean_1	geommean_0
L-Glutamic_acid	3.185700515061419	1.9639610121239315	0.024767306717813353	0.03095913339726669	0.9609966572023452	9.09895280132224	('0/3', '0/3')	1.9640654500338264	2.0437796898811453	cell	0.0186857662222136	0.0202828476474173	0.0197721051058676	0.180668665292664	0.177582486023426	0.175947872178065	0.23576309421538186	0.2559138792590433	0.24946970991050266	2.279542784096527	2.240603670486407	2.21997932929287	2.2465732004038355	0.24690458885305666
L-Glutamine	6.910243895791781	1.9639610121239315	0.024767306717813353	0.03095913339726669	0.9282234517688313	120.27924407015765	('0/3', '0/3')	1.9372171048428164	2.0870159024222428	cell	0.0022774158642472	0.0022177382266197	0.0001812815978859	0.113998862990335	0.120541790603762	0.115941858127793	0.03948972270365322	0.038454929981552775	0.0031433697043098834	1.9767068275464696	2.0901592721265527	2.010397792994331	2.02519982283281	0.016837483794390425
L-Aspartic_acid	3.7019279143229187	1.9639610121239315	0.024767306717813353	0.03095913339726669	0.9074271440394828	13.013416925689446	('0/3', '0/3')	1.897151697011828	2.09069313109426	cell	0.0088721470365526	0.0081418183341995	0.0090721207789612	0.108236058526759	0.117422148330018	0.113634708784867	0.16973719669485413	0.15576493653139165	0.17356298793897712	2.070714684950805	2.2464580676256514	2.1739987893476216	2.162515816710137	0.16617586519042288
L-Proline	1.5260979805636148	1.9639610121239315	0.024767306717813353	0.03095913339726669	0.0829759102147496	2.880058229402208	('0/3', '0/3')	0.2389410805254062	2.87964398229563	cell	0.0033332465193545	0.0039890890311149	0.0024885649034223	0.0093721516067247	0.0163988124935214	0.0051433044862159	0.6900354015121207	0.8258053028091135	0.51517278195629	1.9401854496591915	3.39481676425192	1.0647463833345197	1.9141174609520308	0.6646106809268679
