metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_L-Cycloserine_med_T2h-1	input_L-Cycloserine_med_T2h-2	input_L-Cycloserine_med_T2h-3	input_L-Cycloserine_med_T4h-1	input_L-Cycloserine_med_T4h-2	input_L-Cycloserine_med_T4h-3	L-Cycloserine_med_T2h-1	L-Cycloserine_med_T2h-2	L-Cycloserine_med_T2h-3	L-Cycloserine_med_T4h-1	L-Cycloserine_med_T4h-2	L-Cycloserine_med_T4h-3	geommean_4	geommean_2
L-Tyrosine	-0.06969697142407336	-1.9639610121239315	0.024767306717813353	0.046782690466980775	0.5755673116866183	0.9528381143867278	('0/3', '0/3')	1.3403762921887505	2.3287915504808083	med	568375310.9066666	574309133.9066666	576173656.9066666	544061256.9066666	549809005.9066666	543916256.9066666	41.03330155379374	41.461688121354946	41.5962955419182	39.277972125100355	39.69292526160499	39.267503991437394	39.41230365522793	41.36306373574775
L-Alanine	-0.46648182939945476	-1.9639610121239315	0.024767306717813353	0.046782690466980775	0.39672216769860685	0.7237273363148597	('0/3', '0/3')	1.0348871223502734	2.6085941412189646	med	1931224.9000000004	2282473.1300000004	2155290.25	1534609.27	1461636.14	1605580.6700000004	6.137372000640686	7.2536278298175985	6.849444636719349	4.87694000094015	4.645033688598634	5.102484878290412	4.871237851433781	6.730763931396581
Hexose-phosphate	-0.9971882770086117	-1.9639610121239315	0.024767306717813353	0.046782690466980775	0.38248153692980763	0.5009754191388954	('0/3', '0/3')	0.967523448987635	2.5295951714531864	med	1684708.566666667	1734938.566666667	1895524.566666667	722994.7666666666	779382.1666666666	1236237.566666667	3.6345606359393328	3.742925954639202	4.089371367116549	1.5597761956633622	1.681425380844668	2.667037186951698	1.9124480760963036	3.8174489267028835
L-Methionine	-0.10702385724778658	-1.9639610121239315	0.024767306717813353	0.046782690466980775	0.3799079036121201	0.9285014979367238	('0/3', '0/3')	1.0134756399867797	2.6676876957567117	med	118851523.58666667	123449681.58666667	121200087.53666668	111123899.58666667	114168861.58666667	112199350.58666667	25.723215540733165	26.718401851812274	26.23151879906702	24.050714156055562	24.709739900746385	24.28347564738238	24.346451169486105	26.221229824171253
L-Phenylalanine	-0.03880998242270213	-1.9639610121239315	0.024767306717813353	0.046782690466980775	0.2585457536617424	0.9734575799569403	('0/3', '0/3')	0.7389990610306825	2.8582912330384715	med	714741480.8666667	705881485.8666667	718495782.8666667	698033362.8666667	688140911.8666667	696149533.8666667	67.30186099786528	66.46758151655024	67.65537554558905	65.72858245551956	64.79708431255058	65.55119636433031	65.35770356446095	67.13975514716519
L-Proline	-0.29284349283605254	-1.9639610121239315	0.024767306717813353	0.046782690466980775	0.12861757455353098	0.8162915947002857	('0/3', '0/3')	0.39946267792541335	3.105817220640838	med	9268074.033333331	9909521.833333334	12014306.033333331	7961701.233333332	8746837.833333334	8618266.233333332	7.1028253075406855	7.594415216179739	9.207470358909852	6.101653138269014	6.703362629615272	6.604828499328166	6.464484893492698	7.919332914197452
Ile_Leu	-0.02713797219873634	-1.9639610121239315	0.024767306717813353	0.046782690466980775	0.11433596869536986	0.9813652064642089	('0/3', '0/3')	0.3382794134530087	2.9586438748273594	med	2389754947.133333	2339735205.133333	2360890533.133333	2330571449.133333	2317860683.133333	2309607325.133333	88.21763715802345	86.3711618715983	87.15210932886863	86.0328824581453	85.56366541799078	85.25899328319609	85.61792238357481	87.24369054416579
L-Lysine	0.0195989318016291	1.9639610121239315	0.024767306717813353	0.046782690466980775	0.1057868350496751	1.0136776389512248	('0/3', '0/3')	0.32570609450857546	3.078890623352436	med	118584270.71333334	117133694.71333334	118393862.71333334	118911480.71333334	120226801.71333334	119815398.71333334	118.03923988933099	116.59533095088815	117.8497070326237	118.36494598383956	119.67422157424059	119.26470944319595	119.10003524385878	117.49300829707809
L-Histidine	-0.033812589173189384	-1.9639610121239315	0.024767306717813353	0.046782690466980775	0.024188569149772507	0.9768354148510776	('0/3', '0/3')	0.06322399020916691	2.613796203392276	med	67970373.63333334	69607422.63333334	70644108.63333334	67765953.63333334	67899346.63333334	67707721.63333334	60.503164108123784	61.9603672836477	62.88316319948233	60.32120164203963	60.43994011791462	60.269366996090056	60.34346069281117	61.774439967464495
L-Valine	-0.015943867095286994	-1.5275252316519468	0.06331522897380859	0.08969657437956216	-0.14830756099202969	0.9890093963705547	('0/3', '0/3')	-0.47092181952044143	3.1753055364840748	med	611454433.5966667	621103613.1966666	616571245.4766667	604944312.9966667	610006303.0966667	613850979.9966667	120.15091150464818	122.0469771156088	121.15636600395327	118.87167157912472	119.86635358832199	120.62183332416862	119.78447385646923	121.11560749175054
L-Asparagine	-0.1530374131241675	-1.5275252316519468	0.06331522897380859	0.08969657437956216	-0.24870497981923617	0.8993549890508982	('0/3', '0/3')	-0.7247301306215235	2.914015357264949	med	3311566.8	3892175.2	3742585.61	3262869.5	3519631.2	3055583.99	11.534852860584973	13.557228632566884	13.036178019870428	11.365230375479806	12.259582991206496	10.643213275301935	11.403606829543723	12.679761571766125
Glycine	-0.0386802736103541	-1.5275252316519468	0.06331522897380859	0.08969657437956216	-0.27997984751284494	0.9735451048317595	('0/3', '0/3')	-0.8030448579299687	2.8682237849033996	med	21540901.71666667	22233782.916666664	22551225.21666667	21211440.21666667	21916014.516666666	21437980.81666667	46.11495624447942	47.59828255276948	48.27786588531497	45.40964210041157	46.91800110240939	45.894622255560556	46.06981411348531	47.321704854596064
L-Serine	-0.02686271407911534	-1.091089451179962	0.13761676203741713	0.1462178096647557	-0.2107890601374366	0.9815524633029026	('0/3', '0/3')	-0.6723990285626371	3.1899142589479084	med	90456917.15666668	93913089.15666668	91013558.15666668	91506652.15666668	89845977.15666667	88933063.15666667	57.94142638181405	60.15524862775744	58.297978147410255	58.613825410376684	57.550093843116116	56.96533436880953	57.705727131882746	58.79026265973011
L-Tryptophan	0.04654292732112241	1.091089451179962	0.13761676203741713	0.1462178096647557	-0.3599006011438174	1.0327871296336932	('0/3', '0/3')	-1.139253341256616	3.165466625051195	med	20532655.73333333	21681238.73333333	22780232.73333333	21775685.73333333	23323834.73333333	21996218.73333333	23.286015138238245	24.588619217948352	25.83498458116279	24.695731239906173	26.45148176328944	24.945836966275717	25.352647908090244	24.547796134022573
Hexose	-0.03447387653511378	-1.091089451179962	0.13761676203741713	0.1462178096647557	-0.382777936968972	0.976387765921387	('0/3', '0/3')	-1.1206661987137068	2.9277188951581294	med	26889340.64333333	25837975.64333333	26126375.64333333	25046692.64333333	26543300.64333333	25414377.64333333	42.72353193872654	41.053054899048895	41.51128356201849	39.79581304356841	42.1737210977626	40.38001486722991	40.770739869253916	41.756709057881146
Pyruvic_acid	0.0378595321760499	1.091089451179962	0.13761676203741713	0.1462178096647557	-0.3956556804334856	1.0265895870858646	('0/3', '0/3')	-1.117934591423193	2.825523925748694	med	1873057071.1333327	2047218329.5333333	2005499263.0333333	1976002782.6333327	2050883506.233333	2053050814.233333	29.40306411562143	32.13703027506901	31.482128507232776	31.019095683645816	32.19456585535966	32.228588041370124	31.80907168579768	30.98518832252401
L-Arginine	0.012737868549563923	0.6546536707079772	0.25634538013096164	0.25634538013096164	-0.2122218477587191	1.0088683101812097	('0/3', '0/3')	-0.5996599970416412	2.825628008495201	med	74652772.1	74944609.1	75028077.1	74575919.1	75707331.1	76344375.1	119.2797354062353	119.74603075150553	119.87939540327694	119.15694016036156	120.9647032239309	121.98256816885676	120.69573572836586	119.63477741380031
