	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	0.5021167247872014	0.641966533869414	0.7382615139498262	1.2387508954376814	0.3088861002719333
1	Hexose	2.811636107918061	0.04823656519580529	0.18490683325058696	1.0825905615647184	0.11448771525725582
2	Hexose-phosphate	-0.7448027492598048	0.49777071279716456	0.6360403552408214	0.9749728673958802	-0.03656602435134673
3	Pyruvic_acid	0.4476906525351358	0.67755216144818	0.7420809387289591	1.2325511710109387	0.30164754326139603
4	Fumaric_acid	0.07135273936217526	0.9465421309771862	0.9465421309771862	1.0014601471598437	0.002105010627552568
5	L-Malic_acid	2.9444363637438933	0.042202304434425006	0.18490683325058696	1.055032044985073	0.07728681925373335
6	L-Glutamic_acid	-1.4929165557818391	0.209748243593076	0.4824209602640748	0.9324222799173976	-0.10094461729497908
7	L-Glutamine	-1.8883817740807067	0.1319969478849988	0.37949122516937156	0.8270609342533876	-0.2739344700776244
8	L-Methionine	2.399463096977602	0.07439964080400222	0.24445596264172154	1.253378298678624	0.32582191925383874
9	L-Phenylalanine	1.0184662927847625	0.3660459412829113	0.6013611892504971	1.202714845505315	0.26629463109225787
10	Glycine	1.4971488367981034	0.20870190171235378	0.4824209602640748	1.0905267506849838	0.1250251598064649
11	L-Alanine	0.6761620030962862	0.5360168516521338	0.6488625046315303	1.0952951916627174	0.1313197412006029
12	L-Histidine	1.1737061853679258	0.30562733756527927	0.5857857303334519	1.1054896281395559	0.14468548964819414
13	L-Proline	0.7883441186224751	0.4745894359310688	0.6360403552408214	1.1191331923697228	0.16238174724926396
14	L-Serine	4.523568790101185	0.010629338158154854	0.08149159254585388	1.1975696849914248	0.26010960691470864
15	L-Tryptophan	-0.1732960946084734	0.8708347490518279	0.9104181467360019	0.9894277332778428	-0.015333756638385758
16	L-Valine	3.537004197205873	0.024078227287571023	0.1384498069035334	1.3017009295789597	0.3803980222553896
17	L-Arginine	0.9316369893677635	0.4042626041270149	0.6198693263280896	1.157033625098269	0.21043079189364666
18	L-Threonine	14.140411333766954	0.00014519781336427983	0.003339549707378436	1.1734725425593524	0.2307840854257255
19	L-Lysine	0.7524467512920403	0.49364009281151344	0.6360403552408214	1.1626164705186675	0.2173752521542125
20	Ile_Leu	1.0279934351213107	0.36205025384614475	0.6013611892504971	1.2228373040287757	0.29023246904541805
21	L-Aspartic_acid	-7.481478248319311	0.001706739019514813	0.01962749872442035	0.7453511998727589	-0.4240077298134545
22	L-Tyrosine	1.33804176248796	0.25188374998306484	0.5266660226918628	1.2099402002675512	0.2749357459218735
