	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	3.90129427862749	0.01752227603205513	0.0889177852584564	1.6777534754389998	0.7465307456405642
1	Hexose	0.21845201580853582	0.837769717650888	0.837769717650888	1.0335932060867468	0.047668492194425316
2	Hexose-phosphate	-1.063186203009101	0.34762290554431835	0.44418482375107343	0.8591735367291355	-0.21897853710593596
3	Pyruvic_acid	2.2157943680546195	0.0910371102451665	0.2991219336626899	1.5386073787481191	0.62162513225226
4	Fumaric_acid	-1.376526156221715	0.2406873382935714	0.42583144467324174	0.977799798357122	-0.03238898705533342
5	L-Malic_acid	-1.1738591614536245	0.305572594377798	0.4355040946894913	0.9452241740673086	-0.08127156824059742
6	L-Glutamic_acid	-1.2151022149441095	0.29114381741582473	0.4355040946894913	0.8099398215697405	-0.30411337497423463
7	L-Glutamine	-1.996954044083858	0.1165211338092283	0.33499825970153135	0.8194101328973717	-0.28734236146578035
8	L-Methionine	0.7751820036344194	0.48150794845621503	0.5537341407246473	1.1472950049173463	0.1982364004286186
9	L-Phenylalanine	1.2267659199958654	0.28718117890527	0.4355040946894913	1.2621446762894513	0.33587729209712064
10	Glycine	-0.819929346873898	0.4583021712954567	0.5537341407246473	0.9259498374142241	-0.11099405612536715
11	L-Alanine	-1.505945198670509	0.20654410940204374	0.3958762096872505	0.8376861102050772	-0.2555183427088441
12	L-Histidine	4.023407411138072	0.015819689262086954	0.0889177852584564	1.266920242660205	0.3413257043205364
13	L-Proline	-3.578635368089265	0.023195943980466885	0.0889177852584564	0.7812682879905104	-0.3561100391092235
14	L-Serine	0.5791882815897231	0.5935143480654699	0.6500395240717052	1.0523499955206943	0.07361460275340749
15	L-Tryptophan	3.7741024144772335	0.01953506522063549	0.0889177852584564	1.3307573855951267	0.41224757312561616
16	L-Valine	1.601308364489577	0.18456448034895243	0.3958762096872505	1.2733998984619057	0.3486855542970769
17	L-Arginine	4.562929574786183	0.010315900011523934	0.0889177852584564	1.3610487701910539	0.44471876357383594
18	L-Threonine	0.3070801627815174	0.7741051889403605	0.8092917884376496	1.0342795023206284	0.048626110335551
19	L-Lysine	4.096995491438031	0.01488959469301651	0.0889177852584564	1.4172617407793808	0.5031062206789685
20	Ile_Leu	1.5750956927668744	0.19035506761085588	0.3958762096872505	1.3253001452230158	0.40631912872305065
21	L-Aspartic_acid	-1.8466123939964665	0.13853228896822722	0.3540269606965807	0.7386410130647285	-0.4370547244337692
22	L-Tyrosine	1.129337691905026	0.32189433085745006	0.4355040946894913	1.2284087106538144	0.29679064762221247
