	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	-0.034946917954934764	0.9737964781808158	0.9955701668117303	1.001399792519176	0.002018061621196992
1	Hexose	2.71898353039386	0.05304251337936691	0.26521256689683453	1.0727409964971764	0.10130179261425597
2	Hexose-phosphate	-0.4437604655933194	0.6801633879386064	0.9600846448312685	0.9651234718228541	-0.05121457137557721
3	Pyruvic_acid	4.789880987791643	0.008712319678987501	0.05808213119325001	1.0817475106987653	0.11336380085531728
4	L-Glutamine	0.3708252961415325	0.7295712511218901	0.9600846448312685	1.0321566944812675	0.04566200679859376
5	L-Methionine	-1.3756219432174632	0.24094469416866454	0.6884134119104701	0.9723384303562341	-0.04046955182097018
6	L-Phenylalanine	0.005906487179216735	0.9955701668117303	0.9955701668117303	1.0004010426542163	0.0005784662613519156
7	Glycine	0.36811983432970397	0.7314370607786649	0.9600846448312685	1.0059703623984086	0.008587801514517988
8	L-Alanine	-0.4774910569623229	0.6579326909867345	0.9600846448312685	0.9757195641261176	-0.03546153888252695
9	L-Histidine	0.9177733779291622	0.4106687607083414	0.9600846448312685	1.0187305937138538	0.02677257701787371
10	L-Proline	0.3899936986889642	0.71641732594529	0.9600846448312685	1.0369297823423227	0.05231820264063997
11	L-Serine	1.980727116744399	0.11870279876236285	0.39567599587454283	1.0650219153843112	0.09088311767267475
12	L-Tryptophan	0.17941072563234736	0.8663367264628347	0.9955701668117303	1.0054056289289126	0.007777671334195663
13	L-Valine	-1.9904285231645278	0.11739315584209759	0.39567599587454283	0.9668151314829593	-0.048688042196986574
14	L-Arginine	-6.752060347148352	0.0025085638511258817	0.04748488351744282	0.9487119064957569	-0.0759580415402794
15	L-Asparagine	0.4700306967076149	0.662814097985241	0.9600846448312685	1.0434350472546292	0.061340797028500496
16	L-Threonine	0.0931105297951377	0.9302929457040836	0.9955701668117303	1.002943180598031	0.004239875749296417
17	L-Lysine	-5.677823426982355	0.0047484883517442825	0.04748488351744282	0.948863615786907	-0.0757273574490321
18	Ile_Leu	0.3609057803185059	0.7364231551619045	0.9600846448312685	1.0103290973626566	0.014825302677859389
19	L-Tyrosine	-0.31562678646357006	0.7680677158650149	0.9600846448312685	0.9941142584715313	-0.008516417489188301
